Sequence_id	Greengene_id	Percentage_identity	E-value	Classification
178|TwinStudy_READ_09202197	197958	98.1	6e-139	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
179|TwinStudy_READ_09120400	194816	98.3	4e-155	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
180|TwinStudy_READ_09054415	191148	98.3	1e-158	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
181|TwinStudy_READ_08942743	137482	94.3	1e-152	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
182|TwinStudy_READ_09142593	16076	99.3	3e-153	ncbi:Bacteria; Unclassified; otu_205
183|TwinStudy_READ_09023200	188962	97.7	2e-154	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
184|TwinStudy_READ_08970119	42538	92.8	2e-104	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
185|TwinStudy_READ_08948493	175418	95.6	6e-136	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
186|TwinStudy_READ_08985792	175418	95.2	6e-142	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
187|TwinStudy_READ_09119837	175418	94.7	2e-132	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
188|TwinStudy_READ_09099483	199514	96.4	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
189|TwinStudy_READ_09031536	16076	98.2	1e-142	ncbi:Bacteria; Unclassified; otu_205
190|TwinStudy_READ_09127542	175595	99.0	1e-164	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
191|TwinStudy_READ_09112622	175094	96.2	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
192|TwinStudy_READ_09083272	137482	94.1	6e-136	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
193|TwinStudy_READ_08931474	137482	95.7	3e-128	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
194|TwinStudy_READ_09192347	210102	96.0	2e-151	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
195|TwinStudy_READ_09098666	197250	97.6	4e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
196|TwinStudy_READ_09064443	102704	96.6	7e-129	ncbi:Bacteria; Unclassified; otu_205
197|TwinStudy_READ_09151619	184084	94.6	1e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
198|TwinStudy_READ_08983445	193897	99.3	8e-166	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
199|TwinStudy_READ_09013544	193360	98.9	1e-148	ncbi:Bacteria; Unclassified; otu_205
200|TwinStudy_READ_09006983	189786	98.6	1e-152	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
201|TwinStudy_READ_09029119	199514	99.2	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
202|TwinStudy_READ_09174956	42538	93.4	1e-112	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
203|TwinStudy_READ_08966322	13989	99.3	2e-157	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
204|TwinStudy_READ_08947840	137482	94.5	1e-149	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
205|TwinStudy_READ_09206465	110458	100.0	6e-129	ncbi:Bacteria; Unclassified; otu_205
206|TwinStudy_READ_08984720	195619	98.1	2e-160	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
207|TwinStudy_READ_08972487	199699	98.5	1e-136	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
208|TwinStudy_READ_09013589	198122	99.3	4e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
209|TwinStudy_READ_09176418	102704	97.4	3e-115	ncbi:Bacteria; Unclassified; otu_205
210|TwinStudy_READ_08979318	42538	92.6	9e-107	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
211|TwinStudy_READ_09022192	18361	100.0	8e-169	ncbi:Bacteria; Unclassified; otu_205
212|TwinStudy_READ_09027739	174734	97.7	1e-111	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
213|TwinStudy_READ_09085946	137482	99.6	2e-135	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
214|TwinStudy_READ_09101654	18361	100.0	4e-152	ncbi:Bacteria; Unclassified; otu_205
215|TwinStudy_READ_08984159	24546	98.0	2e-126	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
216|TwinStudy_READ_09165111	196384	99.3	2e-151	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
217|TwinStudy_READ_08933896	181056	98.6	4e-155	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
218|TwinStudy_READ_09201981	36892	97.4	5e-114	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
219|TwinStudy_READ_09090024	199354	99.7	1e-173	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
220|TwinStudy_READ_09140570	195619	99.2	3e-128	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
221|TwinStudy_READ_09182353	193360	99.2	7e-132	ncbi:Bacteria; Unclassified; otu_205
222|TwinStudy_READ_09165907	196384	98.6	9e-147	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
223|TwinStudy_READ_09118131	109491	98.6	3e-109	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
224|TwinStudy_READ_08952676	111310	96.2	6e-98	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
225|TwinStudy_READ_09102732	198122	98.1	8e-135	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
226|TwinStudy_READ_09203373	42538	90.8	1e-103	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
227|TwinStudy_READ_09124778	100450	96.2	1e-96	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Unclassified; otu_1659
228|TwinStudy_READ_08936838	16559	100.0	1e-117	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
229|TwinStudy_READ_08994613	210102	95.9	2e-123	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
230|TwinStudy_READ_08949613	16559	99.5	3e-115	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
231|TwinStudy_READ_09201958	16559	99.5	1e-114	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
232|TwinStudy_READ_09126945	137482	93.6	3e-122	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
233|TwinStudy_READ_09132398	187022	99.6	6e-129	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
234|TwinStudy_READ_09118816	197517	99.6	2e-157	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
235|TwinStudy_READ_09024634	199514	99.6	8e-144	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
236|TwinStudy_READ_09018829	27866	99.5	3e-115	ncbi:Bacteria; Unclassified; otu_205
237|TwinStudy_READ_09079772	193360	98.6	7e-107	ncbi:Bacteria; Unclassified; otu_205
238|TwinStudy_READ_08942285	42538	94.5	4e-99	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
239|TwinStudy_READ_08954374	191556	99.5	7e-113	ncbi:Bacteria; Unclassified; otu_205
240|TwinStudy_READ_09003728	199514	98.8	2e-138	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
241|TwinStudy_READ_09013009	28192	96.7	1e-99	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
242|TwinStudy_READ_09090343	189786	98.1	7e-110	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
243|TwinStudy_READ_09011375	193360	99.1	4e-124	ncbi:Bacteria; Unclassified; otu_205
244|TwinStudy_READ_09123607	137514	98.1	1e-108	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
245|TwinStudy_READ_09085006	13989	99.5	1e-108	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
246|TwinStudy_READ_08932324	191129	98.2	6e-142	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
247|TwinStudy_READ_08976385	191129	99.2	1e-142	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
248|TwinStudy_READ_08988661	137482	96.0	1e-80	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
249|TwinStudy_READ_08966698	179615	94.8	6e-117	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Unclassified; otu_1653
250|TwinStudy_READ_08937435	16559	99.5	8e-100	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
251|TwinStudy_READ_09023725	16559	98.9	3e-96	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
252|TwinStudy_READ_09013593	192067	90.4	1e-93	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
253|TwinStudy_READ_09102902	198122	99.5	5e-117	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
254|TwinStudy_READ_08942243	111310	97.1	3e-81	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
255|TwinStudy_READ_09112830	210102	95.8	5e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
256|TwinStudy_READ_09182649	185556	96.4	8e-88	ncbi:Bacteria; Firmicutes; Lactobacillales; Streptococcaceae; Streptococcus; Unclassified; otu_1946
257|TwinStudy_READ_09149647	133166	95.7	4e-115	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
258|TwinStudy_READ_08986770	196213	96.4	4e-118	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
259|TwinStudy_READ_08945756	104358	94.4	1e-74	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
260|TwinStudy_READ_08967397	191542	91.1	1e-80	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Unclassified; otu_1747
261|TwinStudy_READ_08924032	191786	99.7	1e-177	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
262|TwinStudy_READ_09093083	210102	86.0	1e-35	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
263|TwinStudy_READ_08967838	16054	99.3	2e-75	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
264|TwinStudy_READ_08962675	194405	94.6	1e-77	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Veillonellaceae; Acidaminococcus; otu_1777
265|TwinStudy_READ_09042447	67396	87.3	1e-37	ncbi:Bacteria; Firmicutes; Bacillales; Paenibacillaceae; Brevibacillus; Unclassified; otu_1440
266|TwinStudy_READ_09197011	177320	99.1	5e-117	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
267|TwinStudy_READ_09073637	42538	95.3	4e-83	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
268|TwinStudy_READ_09088141	196384	98.7	8e-119	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
269|TwinStudy_READ_09027564	192323	100.0	8e-97	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
270|TwinStudy_READ_09062743	210102	92.4	2e-76	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
271|TwinStudy_READ_09050412	169809	93.3	2e-95	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
272|TwinStudy_READ_09182717	210102	88.7	1e-62	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
273|TwinStudy_READ_09013224	185952	98.6	1e-70	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
274|TwinStudy_READ_09198497	184850	98.8	1e-82	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Acidaminococcaceae; Papillibacter; otu_1522
275|TwinStudy_READ_09080043	199514	99.5	7e-113	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
276|TwinStudy_READ_09216031	181056	99.4	7e-91	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
277|TwinStudy_READ_09117568	199379	91.0	3e-69	ncbi:Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus; Unclassified; otu_1932
278|TwinStudy_READ_09047255	198122	98.8	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
279|TwinStudy_READ_09038631	174675	100.0	2e-88	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
280|TwinStudy_READ_09091929	198122	99.4	1e-82	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
281|TwinStudy_READ_08973363	149504	95.2	5e-89	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
282|TwinStudy_READ_09115522	191556	83.1	2e-36	ncbi:Bacteria; Unclassified; otu_205
283|TwinStudy_READ_08935677	137514	97.5	6e-79	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
284|TwinStudy_READ_09010510	42538	96.6	1e-67	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
285|TwinStudy_READ_09203421	169183	97.6	2e-59	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
286|TwinStudy_READ_08928207	199379	90.2	2e-63	ncbi:Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus; Unclassified; otu_1932
287|TwinStudy_READ_09110380	199379	90.6	2e-64	ncbi:Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus; Unclassified; otu_1932
288|TwinStudy_READ_08989396	191556	84.6	2e-33	ncbi:Bacteria; Unclassified; otu_205
289|TwinStudy_READ_09132243	16559	100.0	2e-78	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
290|TwinStudy_READ_09157180	137514	97.4	1e-73	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
291|TwinStudy_READ_09045422	187022	98.2	1e-80	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
292|TwinStudy_READ_09028488	110046	95.1	4e-58	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; otu_1667
293|TwinStudy_READ_09092197	199379	89.9	9e-60	ncbi:Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus; Unclassified; otu_1932
294|TwinStudy_READ_09187273	175148	100.0	1e-79	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
295|TwinStudy_READ_09180196	193755	96.0	7e-66	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
296|TwinStudy_READ_08997153	199354	98.8	5e-139	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
297|TwinStudy_READ_09035904	181689	89.7	1e-43	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
298|TwinStudy_READ_08962733	104358	95.5	2e-66	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
299|TwinStudy_READ_09034814	187022	98.1	9e-78	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
300|TwinStudy_READ_09131616	162129	99.1	1e-54	ncbi:Bacteria; Unclassified; otu_205
301|TwinStudy_READ_08943668	197460	98.6	8e-75	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Unclassified; otu_1653
302|TwinStudy_READ_08984518	187022	98.1	1e-76	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
303|TwinStudy_READ_09062671	192398	91.3	5e-58	ncbi:Bacteria; Unclassified; otu_205
304|TwinStudy_READ_09082085	192398	90.4	1e-55	ncbi:Bacteria; Unclassified; otu_205
305|TwinStudy_READ_08958487	100450	96.9	6e-60	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Unclassified; otu_1659
306|TwinStudy_READ_09107501	181056	100.0	1e-67	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
307|TwinStudy_READ_09120404	191556	87.4	4e-31	ncbi:Bacteria; Unclassified; otu_205
308|TwinStudy_READ_09036162	42538	95.3	1e-54	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
309|TwinStudy_READ_09102205	137482	98.6	3e-74	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
310|TwinStudy_READ_08933942	111654	100.0	1e-51	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Heliobacteriaceae; Unclassified; otu_1646
311|TwinStudy_READ_09014489	234651	100.0	1e-39	ncbi:Bacteria; Unclassified; otu_205
312|TwinStudy_READ_09085236	196844	97.6	4e-58	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
313|TwinStudy_READ_09202933	192654	97.2	3e-65	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
314|TwinStudy_READ_09111876	193755	93.7	2e-47	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
315|TwinStudy_READ_09014585	104358	92.5	2e-41	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
316|TwinStudy_READ_08948904	104358	92.5	2e-41	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
317|TwinStudy_READ_08999423	104358	92.5	2e-41	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
318|TwinStudy_READ_08924505	28192	95.7	6e-60	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
319|TwinStudy_READ_09214923	104358	91.7	1e-39	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
320|TwinStudy_READ_08959235	199354	99.5	2e-119	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
321|TwinStudy_READ_09197673	196744	98.4	1e-61	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
322|TwinStudy_READ_08992576	137482	100.0	6e-63	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
323|TwinStudy_READ_08978911	174734	99.0	4e-48	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
324|TwinStudy_READ_09011453	137482	99.2	5e-60	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
325|TwinStudy_READ_08921463	198526	98.9	1e-44	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
326|TwinStudy_READ_09021340	104358	91.5	3e-33	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
327|TwinStudy_READ_09120153	230904	100.0	2e-40	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
328|TwinStudy_READ_08937496	184985	98.9	5e-44	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
329|TwinStudy_READ_08917129	184985	98.9	2e-43	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
330|TwinStudy_READ_08986150	175148	99.2	5e-63	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
331|TwinStudy_READ_08928644	104752	95.5	2e-34	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Unclassified; otu_1665
332|TwinStudy_READ_09139265	100450	97.8	8e-43	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Unclassified; otu_1659
333|TwinStudy_READ_09044105	155577	91.4	6e-35	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
334|TwinStudy_READ_09067474	104752	95.5	2e-34	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Unclassified; otu_1665
335|TwinStudy_READ_09144230	188863	100.0	7e-43	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
336|TwinStudy_READ_09003582	194066	98.4	5e-63	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
337|TwinStudy_READ_09139386	189150	96.2	8e-56	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
338|TwinStudy_READ_09191069	184985	96.8	7e-40	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
339|TwinStudy_READ_09207305	191556	89.6	1e-33	ncbi:Bacteria; Unclassified; otu_205
340|TwinStudy_READ_09032674	197250	100.0	8e-36	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
341|TwinStudy_READ_09199580	199354	98.3	9e-59	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
342|TwinStudy_READ_09099416	194123	98.6	2e-33	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
343|TwinStudy_READ_09111511	14059	100.0	1e-35	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Unclassified; otu_1659
344|TwinStudy_READ_08964985	14059	100.0	2e-33	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Unclassified; otu_1659
345|TwinStudy_READ_09020370	196518	93.1	1e-39	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
346|TwinStudy_READ_09048154	1875	100.0	1e-31	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Exiguobacterium; Unclassified; otu_1375
